UploadLink,BCIPN,Description,Level,Type,Username,bcipnParent,SrNo,ComputedRohsStatus,Justification,BOMUploadDate,ParentSrNo,Site,cpkey,JustificationForRoHSParent,comments
MS4e_BOM,A66852,"ASSY,SUPPORT, DOOR, SHIPPING, COMPLETE, MS4",1,Purchased,pablo.diaz,MS4e,A66852_16,Compliant,NULL,NULL,MS4e_0,Miami,MS4e.A66852,NULL,NULL
MS4e_BOM,A93166,"CP,ADAPTER,NALGENE 5 ML,MS4",1,Purchased,pablo.diaz,MS4e,A93166_17,Compliant,NULL,NULL,MS4e_0,Miami,MS4e.A93166,NULL,NULL
MS4e_BOM,A99027,"ASSY,JAR W/LID,ELECTROLYTE,STANDBY,MS4",1,Manufactured,pablo.diaz,MS4e,A99027_18,"PN Not Found",NULL,NULL,MS4e_0,Miami,MS4e.A99027,NULL,NULL
MS4e_BOM,A36403,"S/A,JAR, ELECTROLYTE, MS4",2,Manufactured,pablo.diaz,A99027,A36403_19,"PN Not Found",NULL,NULL,A99027_18,Miami,MS4e.A99027.A36403,NULL,NULL
MS4e_BOM,A45565,"CP,CLAMP,BOTTLE,MS4 ST",3,Purchased,pablo.diaz,A36403,A45565_20,Compliant,NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A45565,NULL,NULL
MS4e_BOM,A45566,"S/A,HANDLE,BOTTLE,MS4 ST",3,Purchased,pablo.diaz,A36403,A45566_21,Compliant,NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A45566,NULL,NULL
MS4e_BOM,A45847,"S/A,JAR, 2L, WITH SILK SCREEN, MULTISIZER 4",3,Purchased,pablo.diaz,A36403,A45847_22,Compliant,NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A45847,NULL,NULL
MS4e_BOM,A65547,"NUT,SPCL;",3,Purchased,pablo.diaz,A36403,A65547_23,Compliant,NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A65547,NULL,NULL
MS4e_BOM,A65548,"MISC MECH CMPNT;",3,Purchased,pablo.diaz,A36403,A65548_24,Compliant,NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A65548,NULL,NULL
MS4e_BOM,A66359,"CP,ANVIL, GAUGE, JAR HANDLE, MS4 ST",3,Purchased,pablo.diaz,A36403,A66359_25,"PN Not Found",NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A66359,NULL,NULL
MS4e_BOM,A66360,"CP, PUSHNUT PUSHER, JAR HANDLE, MS4 ST",3,Purchased,pablo.diaz,A36403,A66360_26,"PN Not Found",NULL,NULL,A36403_19,Miami,MS4e.A99027.A36403.A66360,NULL,NULL
MS4e_BOM,775643,"TOOLING,MFG;GAUGE, GO-NO GO, JAR MS4",3,Reference,pablo.diaz,A36403,775643_27,"Out Of Scope","Tools And Setup",NULL,A36403_19,Miami,MS4e.A99027.A36403.775643,NULL,NULL
MS4e_BOM,A91931,"CP,LID,ELECTROLYTE STORAGE MS4",2,Purchased,pablo.diaz,A99027,A91931_28,Compliant,NULL,NULL,A99027_18,Miami,MS4e.A99027.A91931,NULL,NULL
MS4e_BOM,B23007,"ASSY,FINAL INTEGRATION, MS4E",1,Manufactured,pablo.diaz,MS4e,B23007_29,"PN Not Found",NULL,NULL,MS4e_0,Miami,MS4e.B23007,NULL,NULL
MS4e_BOM,A52005,"TOOLING,MFG,FIXTURE, DOOR HANDLE, MOUNTING",2,Reference,pablo.diaz,B23007,A52005_30,"Out Of Scope",NULL,NULL,B23007_29,Miami,MS4e.B23007.A52005,NULL,NULL
MS4e_BOM,6028732,"CBL CLAMP, CBL CLAMP",2,"Bulk Costed",pablo.diaz,B23007,6028732_31,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6028732,NULL,NULL
MS4e_BOM,6011002,"TIE,WIRE,PANDUIT SST-2",2,"Bulk Costed",pablo.diaz,B23007,6011002_32,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.6011002,NULL,NULL
MS4e_BOM,A28219,"LABPCE, WEEE Symbol Label",2,"Bulk Costed",pablo.diaz,B23007,A28219_33,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A28219,NULL,NULL
MS4e_BOM,A35587,"CP,MOUNT, LOADCELL, MS4",2,Purchased,pablo.diaz,B23007,A35587_34,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A35587,NULL,NULL
MS4e_BOM,A41450,"BARCODE DEVICES,IMAGING BAR CODE DECODER, MS4",2,Purchased,pablo.diaz,B23007,A41450_35,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A41450,NULL,NULL
MS4e_BOM,A43046,"LABPCE, RoHS China Caution Medium",2,"Bulk Costed",pablo.diaz,B23007,A43046_36,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A43046,NULL,NULL
MS4e_BOM,A44075,"CP,SPACER, MTG, TORROID, MS4",2,Purchased,pablo.diaz,B23007,A44075_37,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A44075,NULL,NULL
MS4e_BOM,A44076,"CP,THREADED ROD, TORIOD, MS4ST",2,Purchased,pablo.diaz,B23007,A44076_38,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A44076,NULL,NULL
MS4e_BOM,A44426,HANDLE;,2,Purchased,pablo.diaz,B23007,A44426_39,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A44426,NULL,NULL
MS4e_BOM,A46172,"ASSY,COMPARTMENT, WASTE, MULTISIZER 4",2,Purchased,pablo.diaz,B23007,A46172_40,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A46172,NULL,NULL
MS4e_BOM,A46174,"ASSY,COMPARTMENT, ELECTROLYTE, MULTISIZER 4",2,Purchased,pablo.diaz,B23007,A46174_41,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A46174,NULL,NULL
MS4e_BOM,A46201,"CP,GUIDE,TRAY,BOTTLE,MULTISIZER 4",2,Purchased,pablo.diaz,B23007,A46201_42,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A46201,NULL,NULL
MS4e_BOM,A46795,"S/A,DOOR, GLASSW/FRAME, MS4 ST",2,Purchased,pablo.diaz,B23007,A46795_43,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A46795,NULL,NULL
MS4e_BOM,A48086,ASSY;,2,Purchased,pablo.diaz,B23007,A48086_44,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A48086,NULL,NULL
MS4e_BOM,A52132,"WIRE TIE;",2,"Bulk Costed",pablo.diaz,B23007,A52132_45,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A52132,NULL,NULL
MS4e_BOM,A52133,"WIRE TIE;",2,Purchased,pablo.diaz,B23007,A52133_46,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A52133,NULL,NULL
MS4e_BOM,A52871,"CP,BRACKET, COVER, UPPER LEFT",2,Purchased,pablo.diaz,B23007,A52871_47,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A52871,NULL,NULL
MS4e_BOM,A52872,"CP,BRACKET, COVER, UPPER RT",2,Purchased,pablo.diaz,B23007,A52872_48,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A52872,NULL,NULL
MS4e_BOM,A52873,"CP,BRACKET, COVER, LOWER RT",2,Purchased,pablo.diaz,B23007,A52873_49,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A52873,NULL,NULL
MS4e_BOM,A53333,"LBL,FUSE;",2,Purchased,pablo.diaz,B23007,A53333_50,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A53333,NULL,NULL
MS4e_BOM,A55002,"WASHER,FLAT,#10,FENDER, .203 ID, X.734 OD, X.063 THK. SS",2,Purchased,pablo.diaz,B23007,A55002_51,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A55002,NULL,NULL
MS4e_BOM,A59387,GASKET;,2,"Bulk Costed",pablo.diaz,B23007,A59387_52,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A59387,NULL,NULL
MS4e_BOM,A70302,"CP,LID, ELECTROLYTE JAR, MS4",2,Purchased,pablo.diaz,B23007,A70302_53,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A70302,NULL,NULL
MS4e_BOM,A70304,"ASSY,LID, W/FLOAT, WASTE JAR, MS4",2,Purchased,pablo.diaz,B23007,A70304_54,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A70304,NULL,NULL
MS4e_BOM,A87940,"CLEANER OPTICAL,GIOTTOS LENS CLEANING KIT",2,"Bulk Costed",pablo.diaz,B23007,A87940_55,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.A87940,NULL,NULL
MS4e_BOM,B07270,"MS4 LABEL TEMPLATE",2,Purchased,pablo.diaz,B23007,B07270_56,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B07270,NULL,NULL
MS4e_BOM,B20396,"ASSY,PCB, AC FILTER, MS4E",2,Purchased,pablo.diaz,B23007,B20396_57,"PN Not Found",NULL,bla-bla,B23007_29,Miami,MS4e.B23007.B20396,NULL,NULL
MS4e_BOM,B22337,"ASSY,TESTED PCB,PULSE PRCSR,ANLG,MS4E",2,Purchased,pablo.diaz,B23007,B22337_58,"PN Not Found",NULL,bla-bla,B23007_29,Miami,MS4e.B23007.B22337,NULL,NULL
MS4e_BOM,B23041,"ASSY,TESTED PCB,PULSE PRCSR, DGTL,MS4E",2,Purchased,pablo.diaz,B23007,B23041_59,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B23041,NULL,NULL
MS4e_BOM,B28878,"ASSY,TESTED,PCB,PRE-AMP,MS4E",2,Purchased,pablo.diaz,B23007,B28878_60,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B28878,NULL,NULL
MS4e_BOM,B28880,"ASSY,TESTED,PCB,UEP,MS4E",2,Purchased,pablo.diaz,B23007,B28880_61,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B28880,NULL,NULL
MS4e_BOM,B28883,"ASSY,TESTED,PCB,MAINBOARD,MS4E",2,Purchased,pablo.diaz,B23007,B28883_62,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B28883,NULL,NULL
MS4e_BOM,B28891,"ASSY,TESTED,POWER SUPPLY,MS4E",2,Purchased,pablo.diaz,B23007,B28891_63,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B28891,NULL,NULL
MS4e_BOM,B29683,"SCHEM DIAG,INTERCONNECT DIAG, MS4E",2,Reference,pablo.diaz,B23007,B29683_64,"Out Of Scope",NULL,NULL,B23007_29,Miami,MS4e.B23007.B29683,NULL,NULL
MS4e_BOM,B29862,"CBL ASSY,PREAMP SIGNAL",2,Purchased,pablo.diaz,B23007,B29862_65,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B29862,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B29862,A80946_66,"Out Of Scope",Document,NULL,B29862_65,Miami,MS4e.B23007.B29862.A80946,NULL,NULL
MS4e_BOM,B29975,"CBL ASSY,PREAMP ANLG BD PWR",2,Purchased,pablo.diaz,B23007,B29975_67,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B29975,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B29975,A80946_68,"Out Of Scope",Document,NULL,B29975_67,Miami,MS4e.B23007.B29975.A80946,NULL,NULL
MS4e_BOM,B30118,"CBL ASSY,INPUT, POWER, MS4E",2,Purchased,pablo.diaz,B23007,B30118_69,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B30118,NULL,NULL
MS4e_BOM,B30332,"CBL ASSY,MS4E MAIN1 HARNESS",2,Purchased,pablo.diaz,B23007,B30332_70,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B30332,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B30332,A80946_71,"Out Of Scope",Document,NULL,B30332_70,Miami,MS4e.B23007.B30332.A80946,NULL,NULL
MS4e_BOM,B30333,"CBL ASSY,MS4E MAIN2 HARNESS",2,Purchased,pablo.diaz,B23007,B30333_72,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B30333,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B30333,A80946_73,"Out Of Scope",Document,NULL,B30333_72,Miami,MS4e.B23007.B30333.A80946,NULL,NULL
MS4e_BOM,B32434,"ASSY,FRAME, MAIN, MS4E",2,Purchased,pablo.diaz,B23007,B32434_74,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B32434,NULL,NULL
MS4e_BOM,B37099,"CBL ASSY,CNTRL,KEYPAD,STIR,MS4E",2,Manufactured,pablo.diaz,B23007,B37099_75,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B37099,NULL,NULL
MS4e_BOM,A43517,"CBL,FLAT,14 CNDCTR",3,Purchased,pablo.diaz,B37099,A43517_76,Compliant,NULL,NULL,B37099_75,Miami,MS4e.B23007.B37099.A43517,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,A43517,A80946_77,"Out Of Scope",Document,NULL,A43517_76,Miami,MS4e.B23007.B37099.A43517.A80946,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",3,Reference,pablo.diaz,B37099,B33757_78,"Out Of Scope",NULL,NULL,B37099_75,Miami,MS4e.B23007.B37099.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B33757,A80946_79,"Out Of Scope",Document,NULL,B33757_78,Miami,MS4e.B23007.B37099.B33757.A80946,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",3,"Bulk Costed",pablo.diaz,B37099,624835_80,Compliant,NULL,NULL,B37099_75,Miami,MS4e.B23007.B37099.624835,NULL,NULL
MS4e_BOM,8309802,"CONN,RIBBON CONTACT;RIBBON(0.100),14 POS,DBL",3,Purchased,pablo.diaz,B37099,8309802_81,Compliant,NULL,NULL,B37099_75,Miami,MS4e.B23007.B37099.8309802,NULL,NULL
MS4e_BOM,8321217,"CONN,RIBBON CONTACT;CONN.,RBN,STRAIN RELIEF,14 PIN",3,Purchased,pablo.diaz,B37099,8321217_82,Compliant,NULL,NULL,B37099_75,Miami,MS4e.B23007.B37099.8321217,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37099,A80946_83,"Out Of Scope",Document,NULL,B37099_75,Miami,MS4e.B23007.B37099.A80946,NULL,NULL
MS4e_BOM,B37176,"CBL ASSY,P5M J29PT,MS4E",2,Manufactured,pablo.diaz,B23007,B37176_84,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B37176,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",3,Reference,pablo.diaz,B37176,B33757_85,"Out Of Scope",NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B33757,A80946_86,"Out Of Scope",Document,NULL,B33757_85,Miami,MS4e.B23007.B37176.B33757.A80946,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",3,"Bulk Costed",pablo.diaz,B37176,624835_87,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.624835,NULL,NULL
MS4e_BOM,8305367,"CONN,RIBBON CONTACT;CONN,RIBBOF,26 PIN                 CNRCSR26",3,"Bulk Costed",pablo.diaz,B37176,8305367_88,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.8305367,NULL,NULL
MS4e_BOM,8305374,"CONN,RIBBON CONTACT;CONN,RIBBON,HEADER,FEMALE,26 P IN",3,Purchased,pablo.diaz,B37176,8305374_89,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.8305374,NULL,NULL
MS4e_BOM,8321227,"CBL ASSY;CABLE,FLAT,26 COND.,28 AWG",3,Purchased,pablo.diaz,B37176,8321227_90,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.8321227,NULL,NULL
MS4e_BOM,8321235,"CONN,RIBBON CONTACT;CONN.,RIBBON,D-TYPE,F,25 POS.",3,Purchased,pablo.diaz,B37176,8321235_91,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.8321235,NULL,NULL
MS4e_BOM,8321236,"CONN, D TYPE;CONN.,D-TYPE,STRAIN-RLF,25 POS",3,Purchased,pablo.diaz,B37176,8321236_92,Compliant,NULL,NULL,B37176_84,Miami,MS4e.B23007.B37176.8321236,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37176,A80946_93,"Out Of Scope",Document,NULL,B37176_84,Miami,MS4e.B23007.B37176.A80946,NULL,NULL
MS4e_BOM,B37177,"CBL ASSY,P12M P1CC, MS4E",2,Manufactured,pablo.diaz,B23007,B37177_94,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B37177,NULL,NULL
MS4e_BOM,A43517,"CBL,FLAT,14 CNDCTR",3,Purchased,pablo.diaz,B37177,A43517_95,Compliant,NULL,NULL,B37177_94,Miami,MS4e.B23007.B37177.A43517,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,A43517,A80946_96,"Out Of Scope",Document,NULL,A43517_95,Miami,MS4e.B23007.B37177.A43517.A80946,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",3,Reference,pablo.diaz,B37177,B33757_97,"Out Of Scope",NULL,NULL,B37177_94,Miami,MS4e.B23007.B37177.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B33757,A80946_98,"Out Of Scope",Document,NULL,B33757_97,Miami,MS4e.B23007.B37177.B33757.A80946,NULL,NULL
MS4e_BOM,624835,"LBL,BLANK,THERMAL TRANSFER",3,"Bulk Costed",pablo.diaz,B37177,624835_99,Compliant,NULL,NULL,B37177_94,Miami,MS4e.B23007.B37177.624835,NULL,NULL
MS4e_BOM,8309802,"CONN,RIBBON CONTACT;RIBBON(0.100),14 POS,DBL",3,Purchased,pablo.diaz,B37177,8309802_100,Compliant,NULL,NULL,B37177_94,Miami,MS4e.B23007.B37177.8309802,NULL,NULL
MS4e_BOM,8321217,"CONN,RIBBON CONTACT;CONN.,RBN,STRAIN RELIEF,14 PIN",3,Purchased,pablo.diaz,B37177,8321217_101,Compliant,NULL,NULL,B37177_94,Miami,MS4e.B23007.B37177.8321217,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37177,A80946_102,"Out Of Scope",Document,NULL,B37177_94,Miami,MS4e.B23007.B37177.A80946,NULL,NULL
MS4e_BOM,B37179,"CBL ASSY,TRANSFORMER, MS4E",2,Purchased,pablo.diaz,B23007,B37179_103,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B37179,NULL,NULL
MS4e_BOM,B37181,"CBL ASSY,PUMP POWER,MS4E",2,Purchased,pablo.diaz,B23007,B37181_104,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B37181,NULL,NULL
MS4e_BOM,B37326,"CBL ASSY,P11M,MAIN PPMA,MS4E",2,Purchased,pablo.diaz,B23007,B37326_105,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B37326,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37326,A80946_106,"Out Of Scope",Document,NULL,B37326_105,Miami,MS4e.B23007.B37326.A80946,NULL,NULL
MS4e_BOM,B37359,"CBL ASSY,LOAD CELL,DILUENT,MS4E",2,Purchased,pablo.diaz,B23007,B37359_107,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B37359,NULL,NULL
MS4e_BOM,B37363,"CBL ASSY,LOAD CELL,WASTE,MS4E",2,Purchased,pablo.diaz,B23007,B37363_108,Compliant,NULL,NULL,B23007_29,Miami,MS4e.B23007.B37363,NULL,NULL
MS4e_BOM,B37368,"CBL ASSY,FAN, MS4E",2,Manufactured,pablo.diaz,B23007,B37368_109,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B37368,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37368,A80946_110,"Out Of Scope",Document,NULL,B37368_109,Miami,MS4e.B23007.B37368.A80946,NULL,NULL
MS4e_BOM,B33757,"DSGN STD,ROHS STATEMENT FOR ASSEMBLIES",3,Reference,pablo.diaz,B37368,B33757_111,"Out Of Scope",NULL,NULL,B37368_109,Miami,MS4e.B23007.B37368.B33757,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",4,Reference,pablo.diaz,B33757,A80946_112,"Out Of Scope",Document,NULL,B33757_111,Miami,MS4e.B23007.B37368.B33757.A80946,NULL,NULL
MS4e_BOM,6011001,"WIRE TIE,4.0L X .10W,3/4 BUNDLE DIA,NYLON ROHS CO",3,Purchased,pablo.diaz,B37368,6011001_113,Compliant,NULL,NULL,B37368_109,Miami,MS4e.B23007.B37368.6011001,NULL,NULL
MS4e_BOM,8305329,"CONTACT,MULTI-USE;CONN,SOCKET,24-30AWG CNHS/0097",3,Purchased,pablo.diaz,B37368,8305329_114,Compliant,NULL,NULL,B37368_109,Miami,MS4e.B23007.B37368.8305329,NULL,NULL
MS4e_BOM,8309807,"HEADER/SKT,MISC;CONN, POCKET,2 POS,0.120",3,Purchased,pablo.diaz,B37368,8309807_115,Compliant,NULL,NULL,B37368_109,Miami,MS4e.B23007.B37368.8309807,NULL,NULL
MS4e_BOM,8321219,"FAN/BLOWER(+);24V,18 CFM,60MM X 25MM",3,Purchased,pablo.diaz,B37368,8321219_116,Compliant,NULL,NULL,B37368_109,Miami,MS4e.B23007.B37368.8321219,NULL,NULL
MS4e_BOM,A80946,"DSGN STD,PEC REQUIREMENTS FOR CONTRACT MANUFACTURERS",3,Reference,pablo.diaz,B37368,A80946_117,"Out Of Scope",Document,NULL,B37368_109,Miami,MS4e.B23007.B37368.A80946,NULL,NULL
MS4e_BOM,B40070,"ASSY,DOOR,LEFT,FRONT,MS4E ST",2,Manufactured,pablo.diaz,B23007,B40070_118,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B40070,NULL,NULL
MS4e_BOM,A44422,HINGE;,3,Purchased,pablo.diaz,B40070,A44422_119,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.A44422,NULL,NULL
MS4e_BOM,A44424,"FASTENER PART;",3,Purchased,pablo.diaz,B40070,A44424_120,"Partial Fail",NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.A44424,NULL,NULL
MS4e_BOM,A44426,HANDLE;,3,Purchased,pablo.diaz,B40070,A44426_121,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.A44426,NULL,NULL
MS4e_BOM,B38154,"S/A,FRONT DOOR, MS4E",3,Purchased,pablo.diaz,B40070,B38154_122,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.B38154,NULL,NULL
MS4e_BOM,2808005,"SCREW,MACHINE;# 8-32X  .31,FL82-HD,XREC,CRES,PSVT,  /0203047",3,"Bulk Costed",pablo.diaz,B40070,2808005_123,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.2808005,NULL,NULL
MS4e_BOM,2826048,"WSHR,SP/L,#8,.17ID X .290D X",3,"Bulk Costed",pablo.diaz,B40070,2826048_124,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.2826048,NULL,NULL
MS4e_BOM,2827148,"WASHER,FLAT #",3,Purchased,pablo.diaz,B40070,2827148_125,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.2827148,NULL,NULL
MS4e_BOM,2852224,"SCREW,SPCL,#4-40 X .31L, PNH, XREC, W/SQ CONE WSHER, CRES, (SEMS)",3,"Bulk Costed",pablo.diaz,B40070,2852224_126,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.2852224,NULL,NULL
MS4e_BOM,2852230,"SCREW,SPCL, #6-32X.31L,PNH,XREC, W/SQ CONE WSHR, CRES, (SEMS)",3,Purchased,pablo.diaz,B40070,2852230_127,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.2852230,NULL,NULL
MS4e_BOM,5804005,"HARDWARE,METRIC; M4 X 16MM SCREW PAN ST. ST.",3,"Bulk Costed",pablo.diaz,B40070,5804005_128,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.5804005,NULL,NULL
MS4e_BOM,628012,"S/A;FRONT DOOR SUBSTRATE",3,Purchased,pablo.diaz,B40070,628012_129,Compliant,NULL,NULL,B40070_118,Miami,MS4e.B23007.B40070.628012,NULL,NULL
MS4e_BOM,B40642,"assy, cover, front, ms4e",2,Manufactured,pablo.diaz,B23007,B40642_130,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B40642,NULL,NULL
MS4e_BOM,A43105,AWK;,3,Purchased,pablo.diaz,B40642,A43105_131,Compliant,NULL,NULL,B40642_130,Miami,MS4e.B23007.B40642.A43105,NULL,NULL
MS4e_BOM,B34881,"KEYBOARD(+),MEMBRANE SWITCH, MS4E",3,Purchased,pablo.diaz,B40642,B34881_132,Compliant,NULL,NULL,B40642_130,Miami,MS4e.B23007.B40642.B34881,NULL,NULL
MS4e_BOM,2852224,"SCREW,SPCL,#4-40 X .31L, PNH, XREC, W/SQ CONE WSHER, CRES, (SEMS)",3,"Bulk Costed",pablo.diaz,B40642,2852224_133,Compliant,NULL,NULL,B40642_130,Miami,MS4e.B23007.B40642.2852224,NULL,NULL
MS4e_BOM,628010,"S/A;FRONT COVER",3,Purchased,pablo.diaz,B40642,628010_134,Compliant,NULL,NULL,B40642_130,Miami,MS4e.B23007.B40642.628010,NULL,NULL
MS4e_BOM,B40643,"ASSY,COMPARTMENT, SAMPLE, MS4E",2,Manufactured,pablo.diaz,B23007,B40643_135,"PN Not Found",NULL,NULL,B23007_29,Miami,MS4e.B23007.B40643,NULL,NULL
MS4e_BOM,A35589,"CP,SPOOL, SPRING, NEGATOR, MS4",3,Purchased,pablo.diaz,B40643,A35589_136,Compliant,NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.A35589,NULL,NULL
MS4e_BOM,A35591,"CP,BOSS, NEGATOR SPRING, MS4",3,Purchased,pablo.diaz,B40643,A35591_137,Compliant,NULL,NULL,B40643_135,Miami,MS4e.B23007.B40643.A35591,NULL,NULL
